Unnamed: 0,operation,property_type_apartment,property_type_house,property_type_store,price,currency_ARS,currency_MXN,currency_USD,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses
16,sell,True,False,False,115000.0,False,False,True,2162977.5,115000.0,49.0,49.0,2346.938776,2346.938776,4.566949706074461,2.7085346215781,2000.5714285714287
17,sell,False,True,False,4888800.0,False,True,False,4845723.38,257634.76,424.9886482103556,530.0,1784.8873124713452,9224.150943,4.566949706074461,2.7085346215781,2000.5714285714287
18,sell,False,True,False,706447.0,False,True,False,700222.21,37229.03,424.9886482103556,90.0,1784.8873124713452,7849.411111,4.566949706074461,2.7085346215781,2000.5714285714287
19,sell,False,True,False,2230000.0,False,True,False,2209826.65,117490.85,424.9886482103556,120.0,1784.8873124713452,18583.33333,4.566949706074461,2.7085346215781,2000.5714285714287
20,sell,True,False,False,1016611.0,False,False,True,19120927.99,1016611.0,149.0,149.0,6822.892617,6822.892617,4.566949706074461,2.7085346215781,2000.5714285714287
21,sell,True,False,False,1345000.0,False,True,False,1333148.73,70880.12,56.0,56.0,1265.716429,24017.85714,4.566949706074461,2.7085346215781,2000.5714285714287
22,sell,True,False,False,1295000.0,False,True,False,1283284.95,68228.99,424.9886482103556,80.0,1784.8873124713452,16187.5,4.566949706074461,2.7085346215781,2000.5714285714287
23,sell,True,False,False,460000.0,False,True,False,455838.66,24235.78,424.9886482103556,60.0,1784.8873124713452,7666.666667,4.566949706074461,2.7085346215781,2000.5714285714287
24,sell,True,False,False,4900000.0,False,True,False,4855673.26,258163.77,424.9886482103556,120.0,1784.8873124713452,40833.33333,4.566949706074461,2.7085346215781,2000.5714285714287
25,sell,True,False,False,580000.0,False,True,False,574753.15,30558.16,0.0,99.0,1784.8873124713452,5858.585859,4.566949706074461,2.7085346215781,2000.5714285714287
26,sell,False,True,False,1700000.0,False,True,False,1684621.29,89567.02,424.9886482103556,220.0,1784.8873124713452,7727.272727,4.566949706074461,2.7085346215781,2000.5714285714287
27,sell,True,False,False,1786800.0,False,True,False,1770635.95,94140.2,424.9886482103556,50.0,1784.8873124713452,35736.0,4.566949706074461,2.7085346215781,2000.5714285714287
28,sell,True,False,False,662025.0,False,True,False,656035.96,34879.76,424.9886482103556,16.0,1784.8873124713452,41376.5625,4.566949706074461,2.7085346215781,2000.5714285714287
29,sell,False,True,False,706500.0,False,True,False,700108.79,37223.0,424.9886482103556,90.0,1784.8873124713452,7850.0,4.566949706074461,2.7085346215781,2000.5714285714287
30,sell,False,True,False,2500000.0,False,True,False,2477971.72,131747.44,331.0,150.0,398.0285196,16666.66667,2.0,2.7085346215781,2000.5714285714287
31,sell,True,False,False,1750000.0,False,False,True,32914875.0,1750000.0,424.9886482103556,734.0,1784.8873124713452,2384.196185,4.566949706074461,2.7085346215781,2000.5714285714287
32,sell,True,False,False,2699000.0,False,True,False,2674583.93,142200.81,424.9886482103556,90.0,1784.8873124713452,29988.88889,4.566949706074461,2.7085346215781,2000.5714285714287
33,sell,True,False,False,1450000.0,False,True,False,1436882.88,76395.4,424.9886482103556,90.0,1784.8873124713452,16111.11111,4.566949706074461,2.7085346215781,2000.5714285714287
34,sell,True,False,False,329000.0,False,False,True,6187996.5,329000.0,0.0,0.0,1784.8873124713452,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
35,sell,True,False,False,1125000.0,False,False,True,21159562.5,1125000.0,260.0,260.0,4326.923077,4326.923077,4.566949706074461,2.7085346215781,2000.5714285714287
36,sell,True,False,False,2809200.0,False,True,False,2810709.32,149438.25,87.0,3575.0224623002478,1717.681034,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
37,sell,True,False,False,4220000.0,False,True,False,4182816.29,222389.68,80.0,0.0,2779.871,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
38,sell,True,False,False,947592.0,False,False,True,17822784.13,947592.0,175.0,0.0,5414.811429,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
39,sell,True,False,False,2490960.0,False,True,False,2468426.03,131239.92,424.9886482103556,254.0,1784.8873124713452,9806.929134,4.566949706074461,2.7085346215781,2000.5714285714287
40,sell,False,True,False,3309456.2489338317,False,False,False,5464333.77402506,290524.6977942405,0.0,0.0,1784.8873124713452,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
41,sell,True,False,False,4900000.0,False,True,False,4855673.26,258163.77,424.9886482103556,190.0,1784.8873124713452,25789.47368,4.566949706074461,2.7085346215781,2000.5714285714287
42,sell,False,True,False,5800000.0,False,True,False,5748894.57,305654.07,200.0,263.0,1528.27035,22053.23194,4.566949706074461,2.7085346215781,2000.5714285714287
43,sell,True,False,False,1771066.0,False,True,False,1755044.45,93311.24,424.9886482103556,114.0,1784.8873124713452,15535.66667,4.566949706074461,2.7085346215781,2000.5714285714287
44,sell,True,False,False,761173.0,False,True,False,754287.05,40103.52,424.9886482103556,65.0,1784.8873124713452,11710.35385,4.566949706074461,2.7085346215781,2000.5714285714287
45,sell,False,True,False,1250000.0,False,True,False,1238985.86,65873.72,125.0,99.0,526.98976,12626.26263,2.0,2.7085346215781,2000.5714285714287
46,sell,True,False,False,1146320.0,False,False,True,21560559.72,1146320.0,0.0,3575.0224623002478,1784.8873124713452,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
47,sell,True,False,False,1292000.0,False,True,False,1280312.08,68070.93,424.9886482103556,80.0,1784.8873124713452,16150.0,4.566949706074461,2.7085346215781,2000.5714285714287
48,sell,True,False,False,350000.0,False,False,True,6582975.0,350000.0,424.9886482103556,64.0,1784.8873124713452,5468.75,4.566949706074461,2.7085346215781,2000.5714285714287
49,sell,True,False,False,3735000.0,False,True,False,3701212.05,196784.01,424.9886482103556,83.0,1784.8873124713452,45000.0,4.566949706074461,2.7085346215781,2000.5714285714287
50,sell,False,True,False,14800000.0,False,True,False,14666115.2,779759.96,424.9886482103556,804.0,1784.8873124713452,18407.9602,4.566949706074461,2.7085346215781,2000.5714285714287
51,sell,False,True,False,2210000.0,False,True,False,2190007.57,116437.12,424.9886482103556,445.0,1784.8873124713452,4966.292135,4.566949706074461,2.7085346215781,2000.5714285714287
52,sell,True,False,False,748000.0,False,True,False,741233.2,39409.48,424.9886482103556,61.0,1784.8873124713452,12262.29508,4.566949706074461,2.7085346215781,2000.5714285714287
53,sell,True,False,False,1303000.0,False,True,False,1291518.75,68666.76,424.9886482103556,117.0,1784.8873124713452,11136.75214,4.566949706074461,2.7085346215781,2000.5714285714287
54,sell,False,True,False,3750000.0,False,True,False,3716076.4,197574.31,424.9886482103556,124.0,1784.8873124713452,30241.93548,4.566949706074461,2.7085346215781,2000.5714285714287
55,sell,False,True,False,949000.0,False,True,False,940415.03,49999.47,424.9886482103556,60.0,1784.8873124713452,15816.66667,4.566949706074461,2.7085346215781,2000.5714285714287
56,sell,True,False,False,10500000.0,False,True,False,10407481.65,553339.27,320.0,320.0,1729.185219,32812.5,4.566949706074461,2.7085346215781,2000.5714285714287
57,sell,True,False,False,740000.0,False,True,False,733305.6,38987.99,35.0,3575.0224623002478,1113.942571,23046.525208172403,4.566949706074461,2.0,2000.5714285714287
58,sell,False,True,False,3350000.0,False,True,False,3319694.98,176499.72,424.9886482103556,200.0,1784.8873124713452,16750.0,4.566949706074461,2.7085346215781,2000.5714285714287
59,sell,True,False,False,20000000.0,False,True,False,19823774.55,1053979.56,190.0,190.0,5547.260842,105263.1579,4.566949706074461,2.7085346215781,2000.5714285714287
60,sell,True,False,False,850000.0,False,True,False,842510.39,44794.13,424.9886482103556,55.0,1784.8873124713452,15454.54545,4.566949706074461,2.7085346215781,2000.5714285714287
61,sell,False,True,False,3850000.0,False,True,False,3815171.81,202842.96,424.9886482103556,200.0,1784.8873124713452,19250.0,4.566949706074461,2.7085346215781,2000.5714285714287
62,sell,True,False,False,3930000.0,False,True,False,3894448.13,207057.88,424.9886482103556,180.0,1784.8873124713452,21833.33333,4.566949706074461,2.7085346215781,2000.5714285714287
63,sell,True,False,False,4680000.0,False,True,False,4637663.38,246572.74,424.9886482103556,120.0,1784.8873124713452,39000.0,4.566949706074461,2.7085346215781,2000.5714285714287
64,sell,False,True,False,2718666.0,False,True,False,2694072.17,143236.95,424.9886482103556,90.0,1784.8873124713452,30207.4,4.566949706074461,2.7085346215781,2000.5714285714287
65,sell,True,False,False,2126666.0,False,True,False,2107427.53,112046.55,424.9886482103556,112.0,1784.8873124713452,18988.08929,4.566949706074461,2.7085346215781,2000.5714285714287
66,sell,True,False,False,1013300.0,False,True,False,1004371.45,53399.87,0.0,60.0,1784.8873124713452,16888.33333,4.566949706074461,2.7085346215781,2000.5714285714287
67,sell,True,False,False,680400.0,False,True,False,674244.85,35847.88,424.9886482103556,65.0,1784.8873124713452,10467.69231,4.566949706074461,2.7085346215781,2000.5714285714287
68,sell,True,False,False,999375.0,False,False,True,18796744.68,999375.0,256.0,208.0,3903.808594,4804.6875,4.566949706074461,2.7085346215781,2000.5714285714287
69,sell,False,True,False,1800000.0,False,True,False,1784139.7,94858.16,160.0,200.0,592.8635,9000.0,2.0,2.7085346215781,2000.5714285714287
70,sell,True,False,False,1478500.0,False,False,True,27808367.25,1478500.0,0.0,300.0,1784.8873124713452,4928.333333,4.566949706074461,2.7085346215781,2000.5714285714287
71,sell,True,False,False,568696.0,False,True,False,563551.37,29962.59,424.9886482103556,60.0,1784.8873124713452,9478.266667,4.566949706074461,2.7085346215781,2000.5714285714287
72,sell,False,True,False,1339289.0,False,True,False,1327173.27,70562.42,424.9886482103556,131.0,1784.8873124713452,10223.58015,4.566949706074461,2.7085346215781,2000.5714285714287
73,sell,True,False,False,3200000.0,False,True,False,3171051.78,168596.74,424.9886482103556,90.0,1784.8873124713452,35555.55556,4.566949706074461,2.7085346215781,2000.5714285714287
74,sell,False,True,False,992000.0,False,True,False,983026.06,52264.99,424.9886482103556,70.0,1784.8873124713452,14171.42857,4.566949706074461,2.7085346215781,2000.5714285714287
75,sell,True,False,False,683000.0,False,True,False,676821.23,35984.86,424.9886482103556,65.0,1784.8873124713452,10507.69231,4.566949706074461,2.7085346215781,2000.5714285714287
76,sell,False,True,False,3200000.0,False,True,False,3171803.93,168636.73,180.0,264.0,936.8707222,12121.21212,3.0,2.7085346215781,2000.5714285714287
77,sell,False,True,False,9300000.0,False,True,False,9218055.06,490100.49,1500.0,900.0,326.73366,10333.33333,4.566949706074461,2.7085346215781,2000.5714285714287
78,sell,False,True,False,3881333.0,False,True,False,3846221.26,204493.78,424.9886482103556,287.0,1784.8873124713452,13523.80836,4.566949706074461,2.7085346215781,2000.5714285714287
79,sell,True,False,False,9350000.0,False,True,False,9265417.31,492618.62,159.0,159.0,3098.230314,58805.03145,4.566949706074461,2.7085346215781,2000.5714285714287
80,sell,True,False,False,322040.0,False,True,False,319126.64,16967.15,424.9886482103556,50.0,1784.8873124713452,6440.8,4.566949706074461,2.7085346215781,2000.5714285714287
81,sell,True,False,False,2350000.0,False,True,False,2328741.13,123813.23,424.9886482103556,147.0,1784.8873124713452,15986.39456,4.566949706074461,2.7085346215781,2000.5714285714287
82,sell,True,False,False,1706400.0,False,True,False,1690963.33,89904.21,424.9886482103556,47.0,1784.8873124713452,36306.38298,4.566949706074461,2.7085346215781,2000.5714285714287
83,sell,True,False,False,2008000.0,False,True,False,1989834.91,105794.45,424.9886482103556,63.0,1784.8873124713452,31873.01587,4.566949706074461,2.7085346215781,2000.5714285714287
84,sell,False,True,False,4000000.0,False,False,True,75234000.0,4000000.0,713.0,451.0,5610.098177,8869.179601,4.566949706074461,2.7085346215781,2000.5714285714287
85,sell,True,False,False,706000.0,False,True,False,699613.19,37196.65,424.9886482103556,64.0,1784.8873124713452,11031.25,4.566949706074461,2.7085346215781,2000.5714285714287
86,sell,True,False,False,204950.0,False,False,True,3854802.07,204950.0,91.0,62.0,2252.197802,3305.645161,4.566949706074461,2.7085346215781,2000.5714285714287
87,sell,False,True,False,1600000.0,False,True,False,1585525.89,84298.37,180.0,180.0,468.3242778,8888.888889,2.0,2.7085346215781,2000.5714285714287
88,sell,False,True,False,1464700.0,False,True,False,1451449.87,77169.89,424.9886482103556,208.0,1784.8873124713452,7041.826923,4.566949706074461,2.7085346215781,2000.5714285714287
89,sell,True,False,False,1515000.0,False,True,False,1501294.84,79820.02,424.9886482103556,70.0,1784.8873124713452,21642.85714,4.566949706074461,2.7085346215781,2000.5714285714287
90,sell,False,True,False,7200000.0,False,True,False,7134866.79,379342.68,424.9886482103556,420.0,1784.8873124713452,17142.85714,4.566949706074461,2.7085346215781,2000.5714285714287
91,sell,True,False,False,568696.0,False,True,False,563684.91,29969.69,424.9886482103556,70.0,1784.8873124713452,8124.228571,4.566949706074461,2.7085346215781,2000.5714285714287
92,sell,False,True,False,15599000.0,False,True,False,15461553.0,822051.36,658.0,530.0,1249.318176,29432.07547,3.0,2.7085346215781,2000.5714285714287
93,sell,True,False,False,1295000.0,False,True,False,1283284.95,68228.99,424.9886482103556,70.0,1784.8873124713452,18500.0,4.566949706074461,2.7085346215781,2000.5714285714287
94,sell,False,True,False,3700000.0,False,True,False,3666528.8,194939.99,424.9886482103556,160.0,1784.8873124713452,23125.0,4.566949706074461,2.7085346215781,2000.5714285714287
95,sell,True,False,False,1366114.0,False,True,False,1353755.7,71975.74,119.0,119.0,604.8381513,11479.94958,4.566949706074461,2.7085346215781,2000.5714285714287
96,sell,True,False,False,995333.0,False,True,False,986328.83,52440.59,424.9886482103556,70.0,1784.8873124713452,14219.04286,4.566949706074461,2.7085346215781,2000.5714285714287
97,sell,True,False,False,182000.0,False,False,True,3423147.0,182000.0,0.0,0.0,1784.8873124713452,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
98,sell,True,False,False,1119657.0,False,True,False,1109528.27,58990.79,424.9886482103556,100.0,1784.8873124713452,11196.57,4.566949706074461,2.7085346215781,2000.5714285714287
99,sell,False,True,False,5500000.0,False,True,False,5450245.5,289775.66,424.9886482103556,310.0,1784.8873124713452,17741.93548,4.566949706074461,2.7085346215781,2000.5714285714287
100,sell,True,False,False,1189000.0,False,True,False,1178243.81,62644.22,424.9886482103556,86.0,1784.8873124713452,13825.5814,4.566949706074461,2.7085346215781,2000.5714285714287
101,sell,False,True,False,3060000.0,False,True,False,3032318.4,161220.64,424.9886482103556,200.0,1784.8873124713452,15300.0,4.566949706074461,2.7085346215781,2000.5714285714287
102,sell,True,False,False,2037000.0,False,True,False,2019051.28,107347.81,424.9886482103556,80.0,1784.8873124713452,25462.5,4.566949706074461,2.7085346215781,2000.5714285714287
103,sell,True,False,False,1460000.0,False,True,False,1447135.39,76940.5,424.9886482103556,60.0,1784.8873124713452,24333.33333,4.566949706074461,2.7085346215781,2000.5714285714287
104,sell,False,True,False,13500000.0,False,True,False,13377875.33,711267.53,591.0,650.0,1203.498359,20769.23077,2.0,2.7085346215781,2000.5714285714287
105,sell,False,True,False,3569000.0,False,True,False,3536713.85,188038.06,424.9886482103556,250.0,1784.8873124713452,14276.0,4.566949706074461,2.7085346215781,2000.5714285714287
106,sell,False,True,False,1200000.0,False,True,False,1189144.46,63223.78,424.9886482103556,110.0,1784.8873124713452,10909.09091,4.566949706074461,2.7085346215781,2000.5714285714287
107,sell,True,False,False,1673373.0,False,False,True,31473636.07,1673373.0,228.0,228.0,7339.355263,7339.355263,4.566949706074461,2.7085346215781,2000.5714285714287
108,sell,True,False,False,1500000.0,False,True,False,1486430.48,79029.72,424.9886482103556,80.0,1784.8873124713452,18750.0,4.566949706074461,2.7085346215781,2000.5714285714287
109,sell,False,True,False,8900000.0,False,True,False,8819488.09,468909.7,540.0,515.0,868.3512963,17281.5534,2.0,2.7085346215781,2000.5714285714287
110,sell,True,False,False,1302000.0,False,True,False,1290221.72,68597.8,424.9886482103556,90.0,1784.8873124713452,14466.66667,4.566949706074461,2.7085346215781,2000.5714285714287
111,sell,False,True,False,2800000.0,False,True,False,2775328.27,147557.13,160.0,180.0,922.2320625,15555.55556,3.0,2.7085346215781,2000.5714285714287
112,sell,True,False,False,1700000.0,False,True,False,1685020.78,89588.26,80.0,80.0,1119.85325,21250.0,4.566949706074461,2.7085346215781,2000.5714285714287
113,sell,True,False,False,12200000.0,False,True,False,12421168.57,660401.87,424.9886482103556,247.0,1784.8873124713452,49392.71255,4.566949706074461,2.0,2000.5714285714287
114,sell,True,False,False,2950000.0,False,True,False,2923313.36,155425.12,73.0,73.0,2129.111233,40410.9589,4.566949706074461,2.7085346215781,2000.5714285714287
115,sell,False,True,False,1175000.0,False,True,False,1164370.47,61906.61,424.9886482103556,90.0,1784.8873124713452,13055.55556,4.566949706074461,2.7085346215781,2000.5714285714287
116,sell,True,False,False,775000.0,False,False,True,14576587.5,775000.0,360.0,360.0,2152.777778,2152.777778,4.566949706074461,2.7085346215781,2000.5714285714287
117,sell,False,True,False,6500000.0,False,True,False,6442726.59,342543.35,250.0,387.0,1370.1734,16795.86563,3.0,2.7085346215781,2000.5714285714287
118,sell,True,False,False,1060000.0,False,True,False,1050410.9,55847.67,424.9886482103556,70.0,1784.8873124713452,15142.85714,4.566949706074461,2.7085346215781,2000.5714285714287
119,sell,True,False,False,2969350.0,False,True,False,2942488.44,156444.61,424.9886482103556,52.0,1784.8873124713452,57102.88462,4.566949706074461,2.7085346215781,2000.5714285714287
120,sell,False,True,False,4000000.0,False,True,False,3963814.82,210745.93,160.0,3575.0224623002478,1317.162063,23046.525208172403,4.566949706074461,2.0,2000.5714285714287
121,sell,True,False,False,3000000.0,False,True,False,2972861.16,158059.45,424.9886482103556,90.0,1784.8873124713452,33333.33333,4.566949706074461,2.7085346215781,2000.5714285714287
122,sell,True,False,False,1174200.0,False,True,False,1163577.69,61864.46,424.9886482103556,69.0,1784.8873124713452,17017.3913,4.566949706074461,2.7085346215781,2000.5714285714287
123,sell,True,False,False,3000000.0,False,True,False,2973566.1,158096.93,89.0,56.0,1776.37,53571.42857,4.566949706074461,2.7085346215781,2000.5714285714287
124,sell,False,True,False,4730000.0,False,True,False,4688322.57,249266.16,424.9886482103556,985.0,1784.8873124713452,4802.030457,4.566949706074461,2.7085346215781,2000.5714285714287
125,sell,False,True,False,3950000.0,False,True,False,3914267.21,208111.61,113.0,311.0,1841.695664,12700.96463,2.0,2.7085346215781,2000.5714285714287
126,sell,True,False,False,2880000.0,False,True,False,2854623.41,151773.05,80.0,0.0,1897.163125,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
127,sell,False,True,False,41000000.0,False,True,False,40638737.87,2160658.1,700.0,1050.0,3086.654429,39047.61905,2.0,2.7085346215781,2000.5714285714287
128,sell,True,False,False,2503000.0,False,True,False,2480945.34,131905.54,424.9886482103556,69.0,1784.8873124713452,36275.36232,4.566949706074461,2.7085346215781,2000.5714285714287
129,sell,True,False,False,703025.0,False,True,False,696665.14,37039.91,424.9886482103556,70.0,1784.8873124713452,10043.21429,4.566949706074461,2.7085346215781,2000.5714285714287
130,sell,False,True,False,2400000.0,False,True,False,2378288.93,126447.56,424.9886482103556,187.0,1784.8873124713452,12834.2246,4.566949706074461,2.7085346215781,2000.5714285714287
131,sell,False,True,False,2570500.0,False,True,False,2547246.44,135430.6,424.9886482103556,250.0,1784.8873124713452,10282.0,4.566949706074461,2.7085346215781,2000.5714285714287
132,sell,True,False,False,190000.0,False,False,True,3573615.0,190000.0,146.0,146.0,1301.369863,1301.369863,4.566949706074461,2.7085346215781,2000.5714285714287
133,sell,True,False,False,784800.0,False,True,False,777884.76,41358.15,424.9886482103556,80.0,1784.8873124713452,9810.0,4.566949706074461,2.7085346215781,2000.5714285714287
134,sell,False,True,False,2175000.0,False,True,False,2155324.32,114593.1,424.9886482103556,150.0,1784.8873124713452,14500.0,4.566949706074461,2.7085346215781,2000.5714285714287
135,sell,False,True,False,2000000.0,False,True,False,1982377.34,105397.95,110.0,180.0,958.1631818,11111.11111,3.0,2.7085346215781,2000.5714285714287
136,sell,True,False,False,1730000.0,False,True,False,1714349.82,91147.61,424.9886482103556,70.0,1784.8873124713452,24714.28571,4.566949706074461,2.7085346215781,2000.5714285714287
137,sell,False,True,False,360735.0,False,True,False,357471.52,19005.85,424.9886482103556,65.0,1784.8873124713452,5549.769231,4.566949706074461,2.7085346215781,2000.5714285714287
138,sell,True,False,False,899000.0,False,True,False,891078.64,47376.38,54.0,54.0,877.3403704,16648.14815,4.566949706074461,2.7085346215781,2000.5714285714287
139,sell,True,False,False,4900000.0,False,True,False,4856824.72,258224.99,0.0,84.0,1784.8873124713452,58333.33333,4.566949706074461,2.7085346215781,2000.5714285714287
140,sell,False,True,False,1950000.0,False,True,False,1932817.88,102763.0,218.0,269.0,471.3899083,7249.070632,2.0,2.7085346215781,2000.5714285714287
141,sell,True,False,False,3750000.0,False,True,False,3716076.4,197574.31,424.9886482103556,97.0,1784.8873124713452,38659.79381,4.566949706074461,2.7085346215781,2000.5714285714287
142,sell,True,False,False,1889100.0,False,True,False,1872010.56,99530.03,0.0,62.0,1784.8873124713452,30469.35484,4.566949706074461,2.7085346215781,2000.5714285714287
143,sell,False,True,False,3309456.2489338317,False,False,False,5464333.77402506,290524.6977942405,0.0,0.0,1784.8873124713452,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
144,sell,True,False,False,1510000.0,False,True,False,1496340.12,79556.59,424.9886482103556,90.0,1784.8873124713452,16777.77778,4.566949706074461,2.7085346215781,2000.5714285714287
145,sell,True,False,False,1464166.0,False,True,False,1450920.6,77141.75,424.9886482103556,90.0,1784.8873124713452,16268.51111,4.566949706074461,2.7085346215781,2000.5714285714287
146,sell,True,False,False,849000.0,False,True,False,841319.62,44730.82,424.9886482103556,46.0,1784.8873124713452,18456.52174,4.566949706074461,2.7085346215781,2000.5714285714287
147,sell,True,False,False,297000.0,False,False,True,5586124.5,297000.0,0.0,0.0,1784.8873124713452,23046.525208172403,4.566949706074461,2.7085346215781,2000.5714285714287
148,sell,True,False,False,3200000.0,False,True,False,3171051.78,168596.74,424.9886482103556,97.0,1784.8873124713452,32989.69072,4.566949706074461,2.7085346215781,2000.5714285714287
149,sell,True,False,False,1000000.0,False,True,False,990953.65,52686.48,424.9886482103556,98.0,1784.8873124713452,10204.08163,4.566949706074461,2.7085346215781,2000.5714285714287
150,sell,False,True,False,4032000.0,False,True,False,3996472.77,212482.27,424.9886482103556,150.0,1784.8873124713452,26880.0,4.566949706074461,2.7085346215781,2000.5714285714287
151,sell,True,False,False,2350000.0,False,True,False,2328741.13,123813.23,424.9886482103556,110.0,1784.8873124713452,21363.63636,4.566949706074461,2.7085346215781,2000.5714285714287
152,sell,True,False,False,2460878.0,False,True,False,2438616.06,129655.0,424.9886482103556,98.0,1784.8873124713452,25111.0,4.566949706074461,2.7085346215781,2000.5714285714287
153,sell,False,True,False,3800000.0,False,True,False,3765624.01,200208.63,109.0,184.0,1836.776422,20652.17391,4.566949706074461,2.7085346215781,2000.5714285714287
154,sell,True,False,False,1261346.0,False,True,False,1249935.41,66455.88,424.9886482103556,85.0,1784.8873124713452,14839.36471,4.566949706074461,2.7085346215781,2000.5714285714287
155,sell,True,False,False,1350000.0,False,False,True,25391475.0,1350000.0,350.0,350.0,3857.142857,3857.142857,4.566949706074461,2.7085346215781,2000.5714285714287
156,sell,False,True,False,1860000.0,False,True,False,1843173.75,97996.85,96.0,2.0,1020.800521,930000.0,4.566949706074461,2.7085346215781,2000.5714285714287
157,sell,True,False,False,2800000.0,False,True,False,2775328.27,147557.13,0.0,65.0,1784.8873124713452,43076.92308,4.566949706074461,2.7085346215781,2000.5714285714287
158,sell,False,True,False,1579000.0,False,True,False,1565086.88,83211.68,158.0,138.0,526.6562025,11442.02899,4.566949706074461,2.7085346215781,2000.5714285714287
159,sell,True,False,False,5380000.0,False,True,False,5331331.01,283453.28,424.9886482103556,287.0,1784.8873124713452,18745.6446,4.566949706074461,2.7085346215781,2000.5714285714287
160,sell,True,False,False,2936000.0,False,True,False,2910129.92,154724.19,0.0,74.0,1784.8873124713452,39675.67568,4.566949706074461,2.7085346215781,2000.5714285714287
161,sell,False,True,False,5500000.0,False,True,False,5451537.83,289844.37,300.0,350.0,966.1479,15714.28571,2.0,2.7085346215781,2000.5714285714287
162,sell,True,False,False,1511333.0,False,True,False,1497661.04,79626.82,424.9886482103556,351.0,1784.8873124713452,4305.792023,4.566949706074461,2.7085346215781,2000.5714285714287
163,sell,True,False,False,1800000.0,False,True,False,1784139.7,94858.16,424.9886482103556,64.0,1784.8873124713452,28125.0,4.566949706074461,2.7085346215781,2000.5714285714287
164,sell,True,False,False,1450000.0,False,True,False,1436882.88,76395.4,424.9886482103556,64.0,1784.8873124713452,22656.25,4.566949706074461,2.7085346215781,2000.5714285714287
165,sell,True,False,False,2058400.0,False,True,False,2040262.75,108475.57,424.9886482103556,63.0,1784.8873124713452,32673.01587,4.566949706074461,2.7085346215781,2000.5714285714287
